"Country or Area","Year","Unit","Value","Value Footnotes"
"United Kingdom","2009","Mil. USD","866.819289655841",""
"United Kingdom","2008","Mil. USD","1054.74613958473",""
"United Kingdom","2007","Mil. USD","1198.14515295318",""
"United Kingdom","2006","Mil. USD","1031.69596310244",""
"United Kingdom","2005","Mil. USD","808.324267649296",""
"United Kingdom","2004","Mil. USD","1067.77985279578",""
"United Kingdom","2003","Mil. USD","2015.60070043961",""
"United Kingdom","2002","Mil. USD","1708.27359155106",""
"United Kingdom","2001","Mil. USD","860.571074850105",""
"United Kingdom","2000","Mil. USD","933.985780156018",""
"United Kingdom","1999","Mil. USD","888.267809735203",""
"United Kingdom","1998","Mil. USD","856.707165797195",""
"United Kingdom","1997","Mil. USD","839.177625735692",""
"United Republic of Tanzania","2009","Mil. USD","33.8624491356444","4"
"Uruguay","2013","Mil. USD","6.49363066889582",""
"Uruguay","2012","Mil. USD","5.72214214631776",""
"Uruguay","2010","Mil. USD","5.72453391261648",""
"Uruguay","2003","Mil. USD","2.39166570104596",""
"Uruguay","2001","Mil. USD","2.29133789017539",""
"Uruguay","2000","Mil. USD","6.53570799507695",""
"Uruguay","1999","Mil. USD","5.27209990502059",""
"Uruguay","1998","Mil. USD","6.1246338617413",""
"Uruguay","1997","Mil. USD","6.68274734497185",""
"Uzbekistan","2016","Mil. USD","6.47290250842997",""
"Uzbekistan","2016","Thousand metric tons","0.913469",""

"fnSeqID","Footnote"
"1","Calculated by the Statistics Division of the United Nations, based on Prodcom data."
"2","Excluding Prodcom 2002 code 24.52.14.00."
"3","All cosmetic products."
"4","Tanganyika only."
